,FNR,FPR,AUTOMATED,REJECT_TRUE,threshold_for_10_model,threshold__for_3_model
9639,30.65,3.96,92.68,91.11,0.43523489932885906,0.2691275167785235
9640,30.65,3.96,92.68,91.11,0.43523489932885906,0.2757718120805369
9641,30.66,3.96,92.69,91.12,0.43523489932885906,0.28241610738255035
9642,30.68,3.96,92.69,91.12,0.43523489932885906,0.2890604026845638
9643,30.71,3.95,92.7,91.12,0.43523489932885906,0.29570469798657717
9644,30.72,3.95,92.7,91.12,0.43523489932885906,0.3023489932885906
9645,30.73,3.95,92.7,91.12,0.43523489932885906,0.30899328859060404
9646,30.73,3.95,92.7,91.13,0.43523489932885906,0.3156375838926174
9647,30.73,3.95,92.7,91.13,0.43523489932885906,0.32228187919463086
9648,30.73,3.94,92.71,91.13,0.43523489932885906,0.3289261744966443
9649,30.73,3.94,92.71,91.13,0.43523489932885906,0.33557046979865773
9650,30.75,3.94,92.71,91.13,0.43523489932885906,0.34221476510067117
9651,30.75,3.94,92.71,91.14,0.43523489932885906,0.34885906040268455
9652,30.75,3.94,92.71,91.14,0.43523489932885906,0.355503355704698
9653,30.76,3.94,92.71,91.14,0.43523489932885906,0.3621476510067114
9654,30.82,3.93,92.72,91.14,0.43523489932885906,0.3687919463087248
9655,30.82,3.93,92.72,91.14,0.43523489932885906,0.37543624161073824
9656,30.82,3.93,92.72,91.14,0.43523489932885906,0.3820805369127517
9657,30.83,3.93,92.72,91.14,0.43523489932885906,0.3887248322147651
9658,30.83,3.93,92.72,91.14,0.43523489932885906,0.39536912751677855
9659,30.83,3.93,92.72,91.14,0.43523489932885906,0.40201342281879193
9660,30.83,3.93,92.72,91.14,0.43523489932885906,0.40865771812080537
9661,30.83,3.93,92.72,91.14,0.43523489932885906,0.4153020134228188
9662,30.83,3.93,92.72,91.14,0.43523489932885906,0.4219463087248322
9663,30.83,3.93,92.72,91.14,0.43523489932885906,0.4285906040268456
9664,30.83,3.93,92.72,91.14,0.43523489932885906,0.43523489932885906
9665,30.83,3.93,92.73,91.14,0.43523489932885906,0.4418791946308725
9666,30.83,3.93,92.73,91.14,0.43523489932885906,0.44852348993288593
9667,30.83,3.93,92.73,91.14,0.43523489932885906,0.4551677852348993
9668,30.83,3.93,92.73,91.15,0.43523489932885906,0.46181208053691275
9669,30.83,3.93,92.73,91.15,0.43523489932885906,0.4684563758389262
9670,30.83,3.93,92.73,91.15,0.43523489932885906,0.47510067114093957
9671,30.84,3.93,92.73,91.15,0.43523489932885906,0.481744966442953
9672,30.84,3.93,92.73,91.15,0.43523489932885906,0.48838926174496644
9673,30.84,3.93,92.73,91.15,0.43523489932885906,0.4950335570469799
9674,30.84,3.93,92.73,91.15,0.43523489932885906,0.5016778523489933
9675,30.84,3.93,92.73,91.15,0.43523489932885906,0.5083221476510067
9676,30.84,3.93,92.73,91.15,0.43523489932885906,0.5149664429530201
9677,30.84,3.93,92.73,91.15,0.43523489932885906,0.5216107382550336
9678,30.84,3.93,92.73,91.15,0.43523489932885906,0.528255033557047
9679,30.84,3.93,92.73,91.15,0.43523489932885906,0.5348993288590604
9680,30.84,3.92,92.73,91.15,0.43523489932885906,0.5415436241610738
9681,30.84,3.92,92.73,91.15,0.43523489932885906,0.5481879194630872
9682,30.84,3.92,92.73,91.15,0.43523489932885906,0.5548322147651007
9683,30.84,3.92,92.73,91.15,0.43523489932885906,0.5614765100671141
9684,30.84,3.92,92.73,91.15,0.43523489932885906,0.5681208053691276
9685,30.84,3.92,92.73,91.15,0.43523489932885906,0.574765100671141
9686,30.84,3.92,92.73,91.15,0.43523489932885906,0.5814093959731543
9687,30.87,3.92,92.73,91.15,0.43523489932885906,0.5880536912751678
9688,30.87,3.92,92.73,91.15,0.43523489932885906,0.5946979865771812
9689,30.87,3.92,92.73,91.15,0.43523489932885906,0.6013422818791946
9690,30.87,3.92,92.73,91.15,0.43523489932885906,0.6079865771812081
9691,30.87,3.92,92.73,91.15,0.43523489932885906,0.6146308724832215
9692,30.87,3.92,92.73,91.15,0.43523489932885906,0.6212751677852348
9693,30.87,3.92,92.73,91.15,0.43523489932885906,0.6279194630872483
9694,30.87,3.92,92.73,91.15,0.43523489932885906,0.6345637583892617
9695,30.87,3.92,92.73,91.15,0.43523489932885906,0.6412080536912752
9696,30.87,3.92,92.73,91.15,0.43523489932885906,0.6478523489932886
9697,30.87,3.92,92.73,91.15,0.43523489932885906,0.654496644295302
9698,30.87,3.92,92.73,91.15,0.43523489932885906,0.6611409395973155
9699,30.87,3.92,92.73,91.15,0.43523489932885906,0.6677852348993288
9700,30.87,3.92,92.73,91.15,0.43523489932885906,0.6744295302013423
9701,30.87,3.92,92.73,91.15,0.43523489932885906,0.6810738255033557
9702,30.87,3.92,92.73,91.15,0.43523489932885906,0.6877181208053691
9703,30.87,3.92,92.73,91.15,0.43523489932885906,0.6943624161073826
9704,30.87,3.92,92.73,91.15,0.43523489932885906,0.701006711409396
9705,30.87,3.92,92.73,91.15,0.43523489932885906,0.7076510067114093
9706,30.87,3.92,92.73,91.15,0.43523489932885906,0.7142953020134228
9707,30.87,3.92,92.73,91.15,0.43523489932885906,0.7209395973154362
9708,30.87,3.92,92.73,91.15,0.43523489932885906,0.7275838926174496
9709,30.87,3.92,92.73,91.15,0.43523489932885906,0.7342281879194631
9710,30.87,3.92,92.73,91.15,0.43523489932885906,0.7408724832214765
9711,30.87,3.92,92.73,91.15,0.43523489932885906,0.74751677852349
9712,30.87,3.92,92.73,91.15,0.43523489932885906,0.7541610738255033
9713,30.87,3.92,92.73,91.15,0.43523489932885906,0.7608053691275167
9714,30.87,3.92,92.73,91.15,0.43523489932885906,0.7674496644295302
9715,30.87,3.92,92.73,91.15,0.43523489932885906,0.7740939597315436
9716,30.87,3.92,92.73,91.15,0.43523489932885906,0.7807382550335571
9717,30.87,3.92,92.73,91.15,0.43523489932885906,0.7873825503355705
9718,30.87,3.92,92.73,91.15,0.43523489932885906,0.7940268456375839
9719,30.87,3.92,92.73,91.15,0.43523489932885906,0.8006711409395973
9720,30.87,3.92,92.73,91.15,0.43523489932885906,0.8073154362416107
9721,30.87,3.92,92.73,91.15,0.43523489932885906,0.8139597315436241
9722,30.87,3.92,92.73,91.15,0.43523489932885906,0.8206040268456376
9723,30.87,3.92,92.73,91.15,0.43523489932885906,0.827248322147651
9724,30.87,3.92,92.73,91.15,0.43523489932885906,0.8338926174496644
9725,30.87,3.92,92.73,91.15,0.43523489932885906,0.8405369127516779
9726,30.87,3.92,92.73,91.15,0.43523489932885906,0.8471812080536912
9727,30.87,3.92,92.73,91.15,0.43523489932885906,0.8538255033557047
9728,30.87,3.92,92.73,91.15,0.43523489932885906,0.8604697986577181
9729,30.87,3.92,92.73,91.15,0.43523489932885906,0.8671140939597315
9730,30.87,3.92,92.73,91.15,0.43523489932885906,0.873758389261745
9731,30.87,3.92,92.73,91.15,0.43523489932885906,0.8804026845637584
9732,30.87,3.92,92.73,91.15,0.43523489932885906,0.8870469798657719
9733,30.87,3.92,92.73,91.15,0.43523489932885906,0.8936912751677852
9734,30.87,3.92,92.73,91.15,0.43523489932885906,0.9003355704697986
9735,30.87,3.92,92.73,91.15,0.43523489932885906,0.9069798657718121
9736,30.87,3.92,92.73,91.15,0.43523489932885906,0.9136241610738255
9737,30.87,3.92,92.73,91.15,0.43523489932885906,0.9202684563758389
9738,30.87,3.92,92.73,91.15,0.43523489932885906,0.9269127516778524
9739,30.87,3.92,92.73,91.15,0.43523489932885906,0.9335570469798657
9740,30.87,3.92,92.73,91.15,0.43523489932885906,0.9402013422818791
9741,30.87,3.92,92.73,91.15,0.43523489932885906,0.9468456375838926
9742,30.87,3.92,92.73,91.15,0.43523489932885906,0.953489932885906
9743,30.87,3.92,92.73,91.15,0.43523489932885906,0.9601342281879195
9744,30.87,3.92,92.73,91.15,0.43523489932885906,0.9667785234899329
9745,30.87,3.92,92.73,91.15,0.43523489932885906,0.9734228187919463
9746,30.87,3.92,92.73,91.15,0.43523489932885906,0.9800671140939597
9747,30.87,3.92,92.73,91.15,0.43523489932885906,0.9867114093959731
9748,30.87,3.92,92.73,91.15,0.43523489932885906,0.9933557046979866
9749,30.87,3.92,92.73,91.15,0.43523489932885906,1.0
9750,29.84,8.44,88.4,86.86,0.4418791946308725,0.01
9751,30.29,6.71,90.06,88.5,0.4418791946308725,0.016644295302013425
9752,30.45,5.46,91.25,89.69,0.4418791946308725,0.023288590604026847
9753,30.54,5.03,91.67,90.1,0.4418791946308725,0.02993288590604027
9754,30.62,4.64,92.04,90.47,0.4418791946308725,0.03657718120805369
9755,30.66,4.54,92.13,90.56,0.4418791946308725,0.043221476510067115
9756,30.74,4.43,92.24,90.67,0.4418791946308725,0.04986577181208054
9757,30.8,4.33,92.35,90.77,0.4418791946308725,0.05651006711409396
9758,30.83,4.26,92.41,90.83,0.4418791946308725,0.06315436241610738
9759,30.84,4.23,92.43,90.85,0.4418791946308725,0.0697986577181208
9760,30.91,4.12,92.55,90.96,0.4418791946308725,0.07644295302013422
9761,30.93,4.09,92.58,90.99,0.4418791946308725,0.08308724832214764
9762,30.93,4.07,92.59,91.01,0.4418791946308725,0.08973154362416107
9763,30.95,4.06,92.61,91.02,0.4418791946308725,0.09637583892617449
9764,30.97,4.05,92.62,91.03,0.4418791946308725,0.10302013422818791
9765,30.98,4.02,92.64,91.05,0.4418791946308725,0.10966442953020133
9766,30.99,4.02,92.65,91.06,0.4418791946308725,0.11630872483221476
9767,31.0,4.01,92.66,91.07,0.4418791946308725,0.12295302013422818
9768,31.0,4.0,92.66,91.07,0.4418791946308725,0.12959731543624162
9769,31.01,4.0,92.67,91.08,0.4418791946308725,0.13624161073825503
9770,31.03,3.99,92.67,91.08,0.4418791946308725,0.14288590604026846
9771,31.03,3.99,92.68,91.09,0.4418791946308725,0.1495302013422819
9772,31.03,3.99,92.68,91.09,0.4418791946308725,0.1561744966442953
9773,31.03,3.98,92.68,91.09,0.4418791946308725,0.16281879194630872
9774,31.03,3.98,92.69,91.1,0.4418791946308725,0.16946308724832215
9775,31.03,3.97,92.69,91.1,0.4418791946308725,0.1761073825503356
9776,31.04,3.97,92.7,91.1,0.4418791946308725,0.182751677852349
9777,31.04,3.97,92.7,91.11,0.4418791946308725,0.1893959731543624
9778,31.05,3.96,92.7,91.11,0.4418791946308725,0.19604026845637584
9779,31.05,3.96,92.71,91.11,0.4418791946308725,0.20268456375838928
9780,31.05,3.96,92.71,91.12,0.4418791946308725,0.2093288590604027
9781,31.05,3.96,92.71,91.12,0.4418791946308725,0.2159731543624161
9782,31.05,3.95,92.71,91.12,0.4418791946308725,0.22261744966442953
9783,31.07,3.95,92.72,91.12,0.4418791946308725,0.22926174496644297
9784,31.08,3.95,92.72,91.13,0.4418791946308725,0.23590604026845638
9785,31.09,3.94,92.72,91.13,0.4418791946308725,0.2425503355704698
9786,31.09,3.94,92.73,91.13,0.4418791946308725,0.24919463087248322
9787,31.09,3.93,92.73,91.14,0.4418791946308725,0.25583892617449666
9788,31.11,3.93,92.74,91.14,0.4418791946308725,0.26248322147651004
9789,31.12,3.93,92.74,91.15,0.4418791946308725,0.2691275167785235
9790,31.12,3.92,92.74,91.15,0.4418791946308725,0.2757718120805369
9791,31.13,3.92,92.75,91.15,0.4418791946308725,0.28241610738255035
9792,31.14,3.92,92.75,91.15,0.4418791946308725,0.2890604026845638
9793,31.18,3.91,92.76,91.16,0.4418791946308725,0.29570469798657717
9794,31.19,3.91,92.76,91.16,0.4418791946308725,0.3023489932885906
9795,31.2,3.91,92.76,91.16,0.4418791946308725,0.30899328859060404
9796,31.2,3.91,92.76,91.16,0.4418791946308725,0.3156375838926174
9797,31.2,3.91,92.76,91.16,0.4418791946308725,0.32228187919463086
9798,31.2,3.91,92.77,91.17,0.4418791946308725,0.3289261744966443
9799,31.2,3.9,92.77,91.17,0.4418791946308725,0.33557046979865773
9800,31.22,3.9,92.77,91.17,0.4418791946308725,0.34221476510067117
9801,31.22,3.9,92.77,91.17,0.4418791946308725,0.34885906040268455
9802,31.22,3.9,92.77,91.17,0.4418791946308725,0.355503355704698
9803,31.23,3.9,92.77,91.17,0.4418791946308725,0.3621476510067114
9804,31.29,3.9,92.78,91.17,0.4418791946308725,0.3687919463087248
9805,31.29,3.9,92.78,91.17,0.4418791946308725,0.37543624161073824
9806,31.29,3.9,92.78,91.17,0.4418791946308725,0.3820805369127517
9807,31.3,3.9,92.78,91.18,0.4418791946308725,0.3887248322147651
9808,31.3,3.89,92.78,91.18,0.4418791946308725,0.39536912751677855
9809,31.3,3.89,92.78,91.18,0.4418791946308725,0.40201342281879193
9810,31.3,3.89,92.78,91.18,0.4418791946308725,0.40865771812080537
9811,31.3,3.89,92.78,91.18,0.4418791946308725,0.4153020134228188
9812,31.3,3.89,92.78,91.18,0.4418791946308725,0.4219463087248322
9813,31.3,3.89,92.78,91.18,0.4418791946308725,0.4285906040268456
9814,31.3,3.89,92.78,91.18,0.4418791946308725,0.43523489932885906
9815,31.3,3.89,92.79,91.18,0.4418791946308725,0.4418791946308725
9816,31.3,3.89,92.79,91.18,0.4418791946308725,0.44852348993288593
9817,31.3,3.89,92.79,91.18,0.4418791946308725,0.4551677852348993
9818,31.3,3.89,92.79,91.18,0.4418791946308725,0.46181208053691275
9819,31.3,3.89,92.79,91.18,0.4418791946308725,0.4684563758389262
9820,31.3,3.89,92.79,91.18,0.4418791946308725,0.47510067114093957
9821,31.31,3.89,92.79,91.18,0.4418791946308725,0.481744966442953
9822,31.31,3.89,92.79,91.18,0.4418791946308725,0.48838926174496644
9823,31.31,3.89,92.79,91.18,0.4418791946308725,0.4950335570469799
9824,31.31,3.89,92.79,91.18,0.4418791946308725,0.5016778523489933
9825,31.31,3.89,92.79,91.18,0.4418791946308725,0.5083221476510067
9826,31.31,3.89,92.79,91.18,0.4418791946308725,0.5149664429530201
9827,31.31,3.89,92.79,91.18,0.4418791946308725,0.5216107382550336
9828,31.31,3.89,92.79,91.18,0.4418791946308725,0.528255033557047
9829,31.31,3.89,92.79,91.18,0.4418791946308725,0.5348993288590604
9830,31.31,3.88,92.79,91.18,0.4418791946308725,0.5415436241610738
9831,31.31,3.88,92.79,91.18,0.4418791946308725,0.5481879194630872
9832,31.31,3.88,92.79,91.19,0.4418791946308725,0.5548322147651007
9833,31.31,3.88,92.79,91.19,0.4418791946308725,0.5614765100671141
9834,31.31,3.88,92.79,91.19,0.4418791946308725,0.5681208053691276
9835,31.31,3.88,92.79,91.19,0.4418791946308725,0.574765100671141
9836,31.31,3.88,92.79,91.19,0.4418791946308725,0.5814093959731543
9837,31.33,3.88,92.79,91.19,0.4418791946308725,0.5880536912751678
9838,31.33,3.88,92.79,91.19,0.4418791946308725,0.5946979865771812
9839,31.33,3.88,92.79,91.19,0.4418791946308725,0.6013422818791946
9840,31.33,3.88,92.79,91.19,0.4418791946308725,0.6079865771812081
9841,31.33,3.88,92.79,91.19,0.4418791946308725,0.6146308724832215
9842,31.33,3.88,92.79,91.19,0.4418791946308725,0.6212751677852348
9843,31.33,3.88,92.79,91.19,0.4418791946308725,0.6279194630872483
9844,31.33,3.88,92.79,91.19,0.4418791946308725,0.6345637583892617
9845,31.33,3.88,92.79,91.19,0.4418791946308725,0.6412080536912752
9846,31.33,3.88,92.79,91.19,0.4418791946308725,0.6478523489932886
9847,31.33,3.88,92.79,91.19,0.4418791946308725,0.654496644295302
9848,31.33,3.88,92.79,91.19,0.4418791946308725,0.6611409395973155
9849,31.33,3.88,92.79,91.19,0.4418791946308725,0.6677852348993288
9850,31.33,3.88,92.79,91.19,0.4418791946308725,0.6744295302013423
9851,31.33,3.88,92.79,91.19,0.4418791946308725,0.6810738255033557
9852,31.33,3.88,92.79,91.19,0.4418791946308725,0.6877181208053691
9853,31.33,3.88,92.79,91.19,0.4418791946308725,0.6943624161073826
9854,31.33,3.88,92.79,91.19,0.4418791946308725,0.701006711409396
9855,31.33,3.88,92.79,91.19,0.4418791946308725,0.7076510067114093
9856,31.33,3.88,92.79,91.19,0.4418791946308725,0.7142953020134228
9857,31.33,3.88,92.79,91.19,0.4418791946308725,0.7209395973154362
9858,31.33,3.88,92.79,91.19,0.4418791946308725,0.7275838926174496
9859,31.33,3.88,92.79,91.19,0.4418791946308725,0.7342281879194631
9860,31.33,3.88,92.79,91.19,0.4418791946308725,0.7408724832214765
9861,31.33,3.88,92.79,91.19,0.4418791946308725,0.74751677852349
9862,31.33,3.88,92.79,91.19,0.4418791946308725,0.7541610738255033
9863,31.33,3.88,92.79,91.19,0.4418791946308725,0.7608053691275167
9864,31.33,3.88,92.79,91.19,0.4418791946308725,0.7674496644295302
9865,31.33,3.88,92.79,91.19,0.4418791946308725,0.7740939597315436
9866,31.33,3.88,92.79,91.19,0.4418791946308725,0.7807382550335571
9867,31.33,3.88,92.79,91.19,0.4418791946308725,0.7873825503355705
9868,31.33,3.88,92.79,91.19,0.4418791946308725,0.7940268456375839
9869,31.33,3.88,92.79,91.19,0.4418791946308725,0.8006711409395973
9870,31.33,3.88,92.79,91.19,0.4418791946308725,0.8073154362416107
9871,31.33,3.88,92.79,91.19,0.4418791946308725,0.8139597315436241
9872,31.33,3.88,92.79,91.19,0.4418791946308725,0.8206040268456376
9873,31.33,3.88,92.79,91.19,0.4418791946308725,0.827248322147651
9874,31.33,3.88,92.79,91.19,0.4418791946308725,0.8338926174496644
9875,31.33,3.88,92.79,91.19,0.4418791946308725,0.8405369127516779
9876,31.33,3.88,92.79,91.19,0.4418791946308725,0.8471812080536912
9877,31.33,3.88,92.79,91.19,0.4418791946308725,0.8538255033557047
9878,31.33,3.88,92.79,91.19,0.4418791946308725,0.8604697986577181
9879,31.33,3.88,92.79,91.19,0.4418791946308725,0.8671140939597315
9880,31.33,3.88,92.79,91.19,0.4418791946308725,0.873758389261745
9881,31.33,3.88,92.79,91.19,0.4418791946308725,0.8804026845637584
9882,31.33,3.88,92.79,91.19,0.4418791946308725,0.8870469798657719
9883,31.33,3.88,92.79,91.19,0.4418791946308725,0.8936912751677852
9884,31.33,3.88,92.79,91.19,0.4418791946308725,0.9003355704697986
9885,31.33,3.88,92.79,91.19,0.4418791946308725,0.9069798657718121
9886,31.33,3.88,92.79,91.19,0.4418791946308725,0.9136241610738255
9887,31.33,3.88,92.79,91.19,0.4418791946308725,0.9202684563758389
9888,31.33,3.88,92.79,91.19,0.4418791946308725,0.9269127516778524
9889,31.33,3.88,92.79,91.19,0.4418791946308725,0.9335570469798657
9890,31.33,3.88,92.79,91.19,0.4418791946308725,0.9402013422818791
9891,31.33,3.88,92.79,91.19,0.4418791946308725,0.9468456375838926
9892,31.33,3.88,92.79,91.19,0.4418791946308725,0.953489932885906
9893,31.33,3.88,92.79,91.19,0.4418791946308725,0.9601342281879195
9894,31.33,3.88,92.79,91.19,0.4418791946308725,0.9667785234899329
9895,31.33,3.88,92.79,91.19,0.4418791946308725,0.9734228187919463
9896,31.33,3.88,92.79,91.19,0.4418791946308725,0.9800671140939597
9897,31.33,3.88,92.79,91.19,0.4418791946308725,0.9867114093959731
9898,31.33,3.88,92.79,91.19,0.4418791946308725,0.9933557046979866
9899,31.33,3.88,92.79,91.19,0.4418791946308725,1.0
9900,30.38,8.4,88.46,86.9,0.44852348993288593,0.01
9901,30.82,6.67,90.12,88.54,0.44852348993288593,0.016644295302013425
9902,30.99,5.42,91.32,89.73,0.44852348993288593,0.023288590604026847
9903,31.08,4.99,91.73,90.14,0.44852348993288593,0.02993288590604027
9904,31.15,4.6,92.1,90.5,0.44852348993288593,0.03657718120805369
9905,31.2,4.5,92.2,90.6,0.44852348993288593,0.043221476510067115
9906,31.28,4.39,92.31,90.7,0.44852348993288593,0.04986577181208054
9907,31.33,4.29,92.41,90.8,0.44852348993288593,0.05651006711409396
9908,31.37,4.22,92.47,90.87,0.44852348993288593,0.06315436241610738
9909,31.38,4.2,92.5,90.89,0.44852348993288593,0.0697986577181208
9910,31.44,4.08,92.61,91.0,0.44852348993288593,0.07644295302013422
9911,31.47,4.05,92.64,91.03,0.44852348993288593,0.08308724832214764
9912,31.47,4.03,92.66,91.04,0.44852348993288593,0.08973154362416107
9913,31.49,4.02,92.67,91.06,0.44852348993288593,0.09637583892617449
9914,31.5,4.01,92.68,91.07,0.44852348993288593,0.10302013422818791
9915,31.51,3.99,92.7,91.09,0.44852348993288593,0.10966442953020133
9916,31.52,3.98,92.71,91.1,0.44852348993288593,0.11630872483221476
9917,31.53,3.97,92.72,91.1,0.44852348993288593,0.12295302013422818
9918,31.53,3.96,92.73,91.11,0.44852348993288593,0.12959731543624162
9919,31.54,3.96,92.73,91.11,0.44852348993288593,0.13624161073825503
9920,31.57,3.96,92.74,91.12,0.44852348993288593,0.14288590604026846
9921,31.57,3.95,92.74,91.12,0.44852348993288593,0.1495302013422819
9922,31.57,3.95,92.74,91.12,0.44852348993288593,0.1561744966442953
9923,31.57,3.95,92.75,91.13,0.44852348993288593,0.16281879194630872
9924,31.57,3.94,92.75,91.13,0.44852348993288593,0.16946308724832215
9925,31.57,3.93,92.76,91.14,0.44852348993288593,0.1761073825503356
9926,31.58,3.93,92.76,91.14,0.44852348993288593,0.182751677852349
9927,31.58,3.93,92.76,91.14,0.44852348993288593,0.1893959731543624
9928,31.59,3.92,92.77,91.15,0.44852348993288593,0.19604026845637584
9929,31.59,3.92,92.77,91.15,0.44852348993288593,0.20268456375838928
9930,31.59,3.92,92.77,91.15,0.44852348993288593,0.2093288590604027
9931,31.59,3.92,92.77,91.15,0.44852348993288593,0.2159731543624161
9932,31.59,3.92,92.78,91.16,0.44852348993288593,0.22261744966442953
9933,31.6,3.91,92.78,91.16,0.44852348993288593,0.22926174496644297
9934,31.61,3.91,92.79,91.16,0.44852348993288593,0.23590604026845638
9935,31.62,3.9,92.79,91.17,0.44852348993288593,0.2425503355704698
9936,31.62,3.9,92.79,91.17,0.44852348993288593,0.24919463087248322
9937,31.62,3.9,92.8,91.17,0.44852348993288593,0.25583892617449666
9938,31.64,3.89,92.8,91.18,0.44852348993288593,0.26248322147651004
9939,31.65,3.89,92.81,91.18,0.44852348993288593,0.2691275167785235
9940,31.65,3.88,92.81,91.18,0.44852348993288593,0.2757718120805369
9941,31.67,3.88,92.81,91.19,0.44852348993288593,0.28241610738255035
9942,31.68,3.88,92.82,91.19,0.44852348993288593,0.2890604026845638
9943,31.71,3.88,92.82,91.19,0.44852348993288593,0.29570469798657717
9944,31.72,3.88,92.82,91.19,0.44852348993288593,0.3023489932885906
9945,31.73,3.87,92.82,91.2,0.44852348993288593,0.30899328859060404
9946,31.73,3.87,92.83,91.2,0.44852348993288593,0.3156375838926174
9947,31.73,3.87,92.83,91.2,0.44852348993288593,0.32228187919463086
9948,31.73,3.87,92.83,91.2,0.44852348993288593,0.3289261744966443
9949,31.73,3.87,92.83,91.2,0.44852348993288593,0.33557046979865773
9950,31.75,3.86,92.83,91.21,0.44852348993288593,0.34221476510067117
9951,31.75,3.86,92.84,91.21,0.44852348993288593,0.34885906040268455
9952,31.75,3.86,92.84,91.21,0.44852348993288593,0.355503355704698
9953,31.77,3.86,92.84,91.21,0.44852348993288593,0.3621476510067114
9954,31.82,3.86,92.84,91.21,0.44852348993288593,0.3687919463087248
9955,31.82,3.86,92.84,91.21,0.44852348993288593,0.37543624161073824
9956,31.82,3.86,92.84,91.21,0.44852348993288593,0.3820805369127517
9957,31.83,3.86,92.84,91.21,0.44852348993288593,0.3887248322147651
9958,31.83,3.86,92.85,91.21,0.44852348993288593,0.39536912751677855
9959,31.83,3.85,92.85,91.21,0.44852348993288593,0.40201342281879193
9960,31.83,3.85,92.85,91.21,0.44852348993288593,0.40865771812080537
9961,31.83,3.85,92.85,91.21,0.44852348993288593,0.4153020134228188
9962,31.83,3.85,92.85,91.21,0.44852348993288593,0.4219463087248322
9963,31.83,3.85,92.85,91.22,0.44852348993288593,0.4285906040268456
9964,31.83,3.85,92.85,91.22,0.44852348993288593,0.43523489932885906
9965,31.83,3.85,92.85,91.22,0.44852348993288593,0.4418791946308725
9966,31.83,3.85,92.85,91.22,0.44852348993288593,0.44852348993288593
9967,31.83,3.85,92.85,91.22,0.44852348993288593,0.4551677852348993
9968,31.83,3.85,92.85,91.22,0.44852348993288593,0.46181208053691275
9969,31.83,3.85,92.85,91.22,0.44852348993288593,0.4684563758389262
9970,31.83,3.85,92.85,91.22,0.44852348993288593,0.47510067114093957
9971,31.84,3.85,92.85,91.22,0.44852348993288593,0.481744966442953
9972,31.84,3.85,92.85,91.22,0.44852348993288593,0.48838926174496644
9973,31.84,3.85,92.85,91.22,0.44852348993288593,0.4950335570469799
9974,31.84,3.85,92.85,91.22,0.44852348993288593,0.5016778523489933
9975,31.84,3.85,92.85,91.22,0.44852348993288593,0.5083221476510067
9976,31.84,3.85,92.85,91.22,0.44852348993288593,0.5149664429530201
9977,31.84,3.85,92.85,91.22,0.44852348993288593,0.5216107382550336
9978,31.84,3.85,92.85,91.22,0.44852348993288593,0.528255033557047
9979,31.84,3.85,92.85,91.22,0.44852348993288593,0.5348993288590604
9980,31.84,3.85,92.85,91.22,0.44852348993288593,0.5415436241610738
9981,31.84,3.85,92.85,91.22,0.44852348993288593,0.5481879194630872
9982,31.84,3.85,92.86,91.22,0.44852348993288593,0.5548322147651007
9983,31.84,3.85,92.86,91.22,0.44852348993288593,0.5614765100671141
9984,31.84,3.85,92.86,91.22,0.44852348993288593,0.5681208053691276
9985,31.84,3.85,92.86,91.22,0.44852348993288593,0.574765100671141
9986,31.84,3.84,92.86,91.22,0.44852348993288593,0.5814093959731543
9987,31.87,3.84,92.86,91.22,0.44852348993288593,0.5880536912751678
9988,31.87,3.84,92.86,91.22,0.44852348993288593,0.5946979865771812
9989,31.87,3.84,92.86,91.22,0.44852348993288593,0.6013422818791946
9990,31.87,3.84,92.86,91.22,0.44852348993288593,0.6079865771812081
9991,31.87,3.84,92.86,91.22,0.44852348993288593,0.6146308724832215
9992,31.87,3.84,92.86,91.22,0.44852348993288593,0.6212751677852348
9993,31.87,3.84,92.86,91.22,0.44852348993288593,0.6279194630872483
9994,31.87,3.84,92.86,91.22,0.44852348993288593,0.6345637583892617
9995,31.87,3.84,92.86,91.22,0.44852348993288593,0.6412080536912752
9996,31.87,3.84,92.86,91.22,0.44852348993288593,0.6478523489932886
9997,31.87,3.84,92.86,91.22,0.44852348993288593,0.654496644295302
9998,31.87,3.84,92.86,91.22,0.44852348993288593,0.6611409395973155
9999,31.87,3.84,92.86,91.22,0.44852348993288593,0.6677852348993288
10000,31.87,3.84,92.86,91.22,0.44852348993288593,0.6744295302013423
10001,31.87,3.84,92.86,91.22,0.44852348993288593,0.6810738255033557
10002,31.87,3.84,92.86,91.22,0.44852348993288593,0.6877181208053691
10003,31.87,3.84,92.86,91.22,0.44852348993288593,0.6943624161073826
10004,31.87,3.84,92.86,91.22,0.44852348993288593,0.701006711409396
10005,31.87,3.84,92.86,91.22,0.44852348993288593,0.7076510067114093
10006,31.87,3.84,92.86,91.22,0.44852348993288593,0.7142953020134228
10007,31.87,3.84,92.86,91.22,0.44852348993288593,0.7209395973154362
10008,31.87,3.84,92.86,91.22,0.44852348993288593,0.7275838926174496
10009,31.87,3.84,92.86,91.22,0.44852348993288593,0.7342281879194631
10010,31.87,3.84,92.86,91.22,0.44852348993288593,0.7408724832214765
10011,31.87,3.84,92.86,91.22,0.44852348993288593,0.74751677852349
10012,31.87,3.84,92.86,91.22,0.44852348993288593,0.7541610738255033
10013,31.87,3.84,92.86,91.22,0.44852348993288593,0.7608053691275167
10014,31.87,3.84,92.86,91.22,0.44852348993288593,0.7674496644295302
10015,31.87,3.84,92.86,91.22,0.44852348993288593,0.7740939597315436
10016,31.87,3.84,92.86,91.22,0.44852348993288593,0.7807382550335571
