,FNR,FPR,AUTOMATED,REJECT_TRUE,threshold_for_10_model,threshold__for_3_model
5821,20.08,5.24,90.93,89.9,0.26248322147651004,0.8139597315436241
5822,20.08,5.24,90.93,89.9,0.26248322147651004,0.8206040268456376
5823,20.08,5.24,90.93,89.9,0.26248322147651004,0.827248322147651
5824,20.08,5.24,90.93,89.9,0.26248322147651004,0.8338926174496644
5825,20.08,5.24,90.93,89.9,0.26248322147651004,0.8405369127516779
5826,20.08,5.24,90.93,89.9,0.26248322147651004,0.8471812080536912
5827,20.08,5.24,90.93,89.9,0.26248322147651004,0.8538255033557047
5828,20.08,5.24,90.93,89.9,0.26248322147651004,0.8604697986577181
5829,20.08,5.24,90.93,89.9,0.26248322147651004,0.8671140939597315
5830,20.08,5.24,90.93,89.9,0.26248322147651004,0.873758389261745
5831,20.08,5.24,90.93,89.9,0.26248322147651004,0.8804026845637584
5832,20.08,5.24,90.93,89.9,0.26248322147651004,0.8870469798657719
5833,20.08,5.24,90.93,89.9,0.26248322147651004,0.8936912751677852
5834,20.08,5.24,90.93,89.9,0.26248322147651004,0.9003355704697986
5835,20.08,5.24,90.93,89.9,0.26248322147651004,0.9069798657718121
5836,20.08,5.24,90.93,89.9,0.26248322147651004,0.9136241610738255
5837,20.08,5.24,90.93,89.9,0.26248322147651004,0.9202684563758389
5838,20.08,5.24,90.93,89.9,0.26248322147651004,0.9269127516778524
5839,20.08,5.24,90.93,89.9,0.26248322147651004,0.9335570469798657
5840,20.08,5.24,90.93,89.9,0.26248322147651004,0.9402013422818791
5841,20.08,5.24,90.93,89.9,0.26248322147651004,0.9468456375838926
5842,20.08,5.24,90.93,89.9,0.26248322147651004,0.953489932885906
5843,20.08,5.24,90.93,89.9,0.26248322147651004,0.9601342281879195
5844,20.08,5.24,90.93,89.9,0.26248322147651004,0.9667785234899329
5845,20.08,5.24,90.93,89.9,0.26248322147651004,0.9734228187919463
5846,20.08,5.24,90.93,89.9,0.26248322147651004,0.9800671140939597
5847,20.08,5.24,90.93,89.9,0.26248322147651004,0.9867114093959731
5848,20.08,5.24,90.93,89.9,0.26248322147651004,0.9933557046979866
5849,20.08,5.24,90.93,89.9,0.26248322147651004,1.0
5850,18.89,9.74,86.6,85.63,0.2691275167785235,0.01
5851,19.34,8.01,88.26,87.27,0.2691275167785235,0.016644295302013425
5852,19.5,6.76,89.46,88.46,0.2691275167785235,0.023288590604026847
5853,19.59,6.33,89.87,88.87,0.2691275167785235,0.02993288590604027
5854,19.67,5.94,90.25,89.24,0.2691275167785235,0.03657718120805369
5855,19.71,5.84,90.34,89.33,0.2691275167785235,0.043221476510067115
5856,19.79,5.73,90.45,89.44,0.2691275167785235,0.04986577181208054
5857,19.85,5.63,90.55,89.53,0.2691275167785235,0.05651006711409396
5858,19.88,5.56,90.62,89.6,0.2691275167785235,0.06315436241610738
5859,19.89,5.53,90.64,89.62,0.2691275167785235,0.0697986577181208
5860,19.96,5.42,90.75,89.73,0.2691275167785235,0.07644295302013422
5861,19.98,5.39,90.79,89.76,0.2691275167785235,0.08308724832214764
5862,19.98,5.37,90.8,89.77,0.2691275167785235,0.08973154362416107
5863,20.0,5.36,90.81,89.79,0.2691275167785235,0.09637583892617449
5864,20.01,5.34,90.83,89.8,0.2691275167785235,0.10302013422818791
5865,20.02,5.32,90.85,89.82,0.2691275167785235,0.10966442953020133
5866,20.04,5.32,90.86,89.83,0.2691275167785235,0.11630872483221476
5867,20.05,5.31,90.86,89.83,0.2691275167785235,0.12295302013422818
5868,20.05,5.3,90.87,89.84,0.2691275167785235,0.12959731543624162
5869,20.06,5.3,90.87,89.84,0.2691275167785235,0.13624161073825503
5870,20.08,5.29,90.88,89.85,0.2691275167785235,0.14288590604026846
5871,20.08,5.29,90.88,89.85,0.2691275167785235,0.1495302013422819
5872,20.08,5.29,90.89,89.86,0.2691275167785235,0.1561744966442953
5873,20.08,5.28,90.89,89.86,0.2691275167785235,0.16281879194630872
5874,20.08,5.28,90.89,89.86,0.2691275167785235,0.16946308724832215
5875,20.08,5.27,90.9,89.87,0.2691275167785235,0.1761073825503356
5876,20.09,5.27,90.9,89.87,0.2691275167785235,0.182751677852349
5877,20.09,5.27,90.91,89.88,0.2691275167785235,0.1893959731543624
5878,20.1,5.26,90.91,89.88,0.2691275167785235,0.19604026845637584
5879,20.1,5.26,90.91,89.88,0.2691275167785235,0.20268456375838928
5880,20.1,5.26,90.91,89.88,0.2691275167785235,0.2093288590604027
5881,20.1,5.26,90.92,89.88,0.2691275167785235,0.2159731543624161
5882,20.1,5.25,90.92,89.89,0.2691275167785235,0.22261744966442953
5883,20.11,5.25,90.92,89.89,0.2691275167785235,0.22926174496644297
5884,20.12,5.24,90.93,89.9,0.2691275167785235,0.23590604026845638
5885,20.14,5.24,90.93,89.9,0.2691275167785235,0.2425503355704698
5886,20.14,5.24,90.94,89.9,0.2691275167785235,0.24919463087248322
5887,20.14,5.23,90.94,89.91,0.2691275167785235,0.25583892617449666
5888,20.16,5.23,90.95,89.91,0.2691275167785235,0.26248322147651004
5889,20.17,5.22,90.95,89.91,0.2691275167785235,0.2691275167785235
5890,20.17,5.22,90.95,89.92,0.2691275167785235,0.2757718120805369
5891,20.18,5.22,90.95,89.92,0.2691275167785235,0.28241610738255035
5892,20.19,5.22,90.96,89.92,0.2691275167785235,0.2890604026845638
5893,20.22,5.21,90.96,89.93,0.2691275167785235,0.29570469798657717
5894,20.24,5.21,90.96,89.93,0.2691275167785235,0.3023489932885906
5895,20.25,5.21,90.97,89.93,0.2691275167785235,0.30899328859060404
5896,20.25,5.21,90.97,89.93,0.2691275167785235,0.3156375838926174
5897,20.25,5.21,90.97,89.93,0.2691275167785235,0.32228187919463086
5898,20.25,5.2,90.97,89.93,0.2691275167785235,0.3289261744966443
5899,20.25,5.2,90.97,89.93,0.2691275167785235,0.33557046979865773
5900,20.27,5.2,90.98,89.94,0.2691275167785235,0.34221476510067117
5901,20.27,5.2,90.98,89.94,0.2691275167785235,0.34885906040268455
5902,20.27,5.2,90.98,89.94,0.2691275167785235,0.355503355704698
5903,20.28,5.2,90.98,89.94,0.2691275167785235,0.3621476510067114
5904,20.34,5.19,90.99,89.94,0.2691275167785235,0.3687919463087248
5905,20.34,5.19,90.99,89.94,0.2691275167785235,0.37543624161073824
5906,20.34,5.19,90.99,89.94,0.2691275167785235,0.3820805369127517
5907,20.35,5.19,90.99,89.94,0.2691275167785235,0.3887248322147651
5908,20.35,5.19,90.99,89.94,0.2691275167785235,0.39536912751677855
5909,20.35,5.19,90.99,89.94,0.2691275167785235,0.40201342281879193
5910,20.35,5.19,90.99,89.95,0.2691275167785235,0.40865771812080537
5911,20.35,5.19,90.99,89.95,0.2691275167785235,0.4153020134228188
5912,20.35,5.19,90.99,89.95,0.2691275167785235,0.4219463087248322
5913,20.35,5.19,90.99,89.95,0.2691275167785235,0.4285906040268456
5914,20.35,5.19,90.99,89.95,0.2691275167785235,0.43523489932885906
5915,20.35,5.19,90.99,89.95,0.2691275167785235,0.4418791946308725
5916,20.35,5.19,90.99,89.95,0.2691275167785235,0.44852348993288593
5917,20.35,5.19,90.99,89.95,0.2691275167785235,0.4551677852348993
5918,20.35,5.19,90.99,89.95,0.2691275167785235,0.46181208053691275
5919,20.35,5.19,90.99,89.95,0.2691275167785235,0.4684563758389262
5920,20.35,5.19,90.99,89.95,0.2691275167785235,0.47510067114093957
5921,20.36,5.19,90.99,89.95,0.2691275167785235,0.481744966442953
5922,20.36,5.19,90.99,89.95,0.2691275167785235,0.48838926174496644
5923,20.36,5.19,90.99,89.95,0.2691275167785235,0.4950335570469799
5924,20.36,5.19,90.99,89.95,0.2691275167785235,0.5016778523489933
5925,20.36,5.19,90.99,89.95,0.2691275167785235,0.5083221476510067
5926,20.36,5.19,90.99,89.95,0.2691275167785235,0.5149664429530201
5927,20.36,5.19,90.99,89.95,0.2691275167785235,0.5216107382550336
5928,20.36,5.19,90.99,89.95,0.2691275167785235,0.528255033557047
5929,20.36,5.19,90.99,89.95,0.2691275167785235,0.5348993288590604
5930,20.36,5.18,91.0,89.95,0.2691275167785235,0.5415436241610738
5931,20.36,5.18,91.0,89.95,0.2691275167785235,0.5481879194630872
5932,20.36,5.18,91.0,89.95,0.2691275167785235,0.5548322147651007
5933,20.36,5.18,91.0,89.95,0.2691275167785235,0.5614765100671141
5934,20.36,5.18,91.0,89.95,0.2691275167785235,0.5681208053691276
5935,20.36,5.18,91.0,89.95,0.2691275167785235,0.574765100671141
5936,20.36,5.18,91.0,89.95,0.2691275167785235,0.5814093959731543
5937,20.38,5.18,91.0,89.96,0.2691275167785235,0.5880536912751678
5938,20.38,5.18,91.0,89.96,0.2691275167785235,0.5946979865771812
5939,20.38,5.18,91.0,89.96,0.2691275167785235,0.6013422818791946
5940,20.38,5.18,91.0,89.96,0.2691275167785235,0.6079865771812081
5941,20.38,5.18,91.0,89.96,0.2691275167785235,0.6146308724832215
5942,20.38,5.18,91.0,89.96,0.2691275167785235,0.6212751677852348
5943,20.38,5.18,91.0,89.96,0.2691275167785235,0.6279194630872483
5944,20.38,5.18,91.0,89.96,0.2691275167785235,0.6345637583892617
5945,20.38,5.18,91.0,89.96,0.2691275167785235,0.6412080536912752
5946,20.38,5.18,91.0,89.96,0.2691275167785235,0.6478523489932886
5947,20.38,5.18,91.0,89.96,0.2691275167785235,0.654496644295302
5948,20.38,5.18,91.0,89.96,0.2691275167785235,0.6611409395973155
5949,20.38,5.18,91.0,89.96,0.2691275167785235,0.6677852348993288
5950,20.38,5.18,91.0,89.96,0.2691275167785235,0.6744295302013423
5951,20.38,5.18,91.0,89.96,0.2691275167785235,0.6810738255033557
5952,20.38,5.18,91.0,89.96,0.2691275167785235,0.6877181208053691
5953,20.38,5.18,91.0,89.96,0.2691275167785235,0.6943624161073826
5954,20.38,5.18,91.0,89.96,0.2691275167785235,0.701006711409396
5955,20.38,5.18,91.0,89.96,0.2691275167785235,0.7076510067114093
5956,20.38,5.18,91.0,89.96,0.2691275167785235,0.7142953020134228
5957,20.38,5.18,91.0,89.96,0.2691275167785235,0.7209395973154362
5958,20.38,5.18,91.0,89.96,0.2691275167785235,0.7275838926174496
5959,20.38,5.18,91.0,89.96,0.2691275167785235,0.7342281879194631
5960,20.38,5.18,91.0,89.96,0.2691275167785235,0.7408724832214765
5961,20.38,5.18,91.0,89.96,0.2691275167785235,0.74751677852349
5962,20.38,5.18,91.0,89.96,0.2691275167785235,0.7541610738255033
5963,20.38,5.18,91.0,89.96,0.2691275167785235,0.7608053691275167
5964,20.38,5.18,91.0,89.96,0.2691275167785235,0.7674496644295302
5965,20.38,5.18,91.0,89.96,0.2691275167785235,0.7740939597315436
5966,20.38,5.18,91.0,89.96,0.2691275167785235,0.7807382550335571
5967,20.38,5.18,91.0,89.96,0.2691275167785235,0.7873825503355705
5968,20.38,5.18,91.0,89.96,0.2691275167785235,0.7940268456375839
5969,20.38,5.18,91.0,89.96,0.2691275167785235,0.8006711409395973
5970,20.38,5.18,91.0,89.96,0.2691275167785235,0.8073154362416107
5971,20.38,5.18,91.0,89.96,0.2691275167785235,0.8139597315436241
5972,20.38,5.18,91.0,89.96,0.2691275167785235,0.8206040268456376
5973,20.38,5.18,91.0,89.96,0.2691275167785235,0.827248322147651
5974,20.38,5.18,91.0,89.96,0.2691275167785235,0.8338926174496644
5975,20.38,5.18,91.0,89.96,0.2691275167785235,0.8405369127516779
5976,20.38,5.18,91.0,89.96,0.2691275167785235,0.8471812080536912
5977,20.38,5.18,91.0,89.96,0.2691275167785235,0.8538255033557047
5978,20.38,5.18,91.0,89.96,0.2691275167785235,0.8604697986577181
5979,20.38,5.18,91.0,89.96,0.2691275167785235,0.8671140939597315
5980,20.38,5.18,91.0,89.96,0.2691275167785235,0.873758389261745
5981,20.38,5.18,91.0,89.96,0.2691275167785235,0.8804026845637584
5982,20.38,5.18,91.0,89.96,0.2691275167785235,0.8870469798657719
5983,20.38,5.18,91.0,89.96,0.2691275167785235,0.8936912751677852
5984,20.38,5.18,91.0,89.96,0.2691275167785235,0.9003355704697986
5985,20.38,5.18,91.0,89.96,0.2691275167785235,0.9069798657718121
5986,20.38,5.18,91.0,89.96,0.2691275167785235,0.9136241610738255
5987,20.38,5.18,91.0,89.96,0.2691275167785235,0.9202684563758389
5988,20.38,5.18,91.0,89.96,0.2691275167785235,0.9269127516778524
5989,20.38,5.18,91.0,89.96,0.2691275167785235,0.9335570469798657
5990,20.38,5.18,91.0,89.96,0.2691275167785235,0.9402013422818791
5991,20.38,5.18,91.0,89.96,0.2691275167785235,0.9468456375838926
5992,20.38,5.18,91.0,89.96,0.2691275167785235,0.953489932885906
5993,20.38,5.18,91.0,89.96,0.2691275167785235,0.9601342281879195
5994,20.38,5.18,91.0,89.96,0.2691275167785235,0.9667785234899329
5995,20.38,5.18,91.0,89.96,0.2691275167785235,0.9734228187919463
5996,20.38,5.18,91.0,89.96,0.2691275167785235,0.9800671140939597
5997,20.38,5.18,91.0,89.96,0.2691275167785235,0.9867114093959731
5998,20.38,5.18,91.0,89.96,0.2691275167785235,0.9933557046979866
5999,20.38,5.18,91.0,89.96,0.2691275167785235,1.0
6000,19.2,9.68,86.67,85.69,0.2757718120805369,0.01
6001,19.65,7.95,88.33,87.33,0.2757718120805369,0.016644295302013425
6002,19.81,6.7,89.53,88.52,0.2757718120805369,0.023288590604026847
6003,19.9,6.27,89.94,88.92,0.2757718120805369,0.02993288590604027
6004,19.98,5.88,90.32,89.29,0.2757718120805369,0.03657718120805369
6005,20.02,5.78,90.41,89.38,0.2757718120805369,0.043221476510067115
6006,20.1,5.67,90.52,89.49,0.2757718120805369,0.04986577181208054
6007,20.16,5.57,90.62,89.59,0.2757718120805369,0.05651006711409396
6008,20.19,5.5,90.69,89.65,0.2757718120805369,0.06315436241610738
6009,20.2,5.47,90.71,89.68,0.2757718120805369,0.0697986577181208
6010,20.27,5.36,90.82,89.78,0.2757718120805369,0.07644295302013422
6011,20.29,5.33,90.86,89.82,0.2757718120805369,0.08308724832214764
6012,20.29,5.31,90.87,89.83,0.2757718120805369,0.08973154362416107
6013,20.31,5.3,90.89,89.84,0.2757718120805369,0.09637583892617449
6014,20.32,5.29,90.9,89.86,0.2757718120805369,0.10302013422818791
6015,20.34,5.27,90.92,89.88,0.2757718120805369,0.10966442953020133
6016,20.35,5.26,90.93,89.88,0.2757718120805369,0.11630872483221476
6017,20.36,5.25,90.93,89.89,0.2757718120805369,0.12295302013422818
6018,20.36,5.24,90.94,89.9,0.2757718120805369,0.12959731543624162
6019,20.37,5.24,90.95,89.9,0.2757718120805369,0.13624161073825503
6020,20.39,5.23,90.95,89.9,0.2757718120805369,0.14288590604026846
6021,20.39,5.23,90.96,89.91,0.2757718120805369,0.1495302013422819
6022,20.39,5.23,90.96,89.91,0.2757718120805369,0.1561744966442953
6023,20.39,5.22,90.96,89.91,0.2757718120805369,0.16281879194630872
6024,20.39,5.22,90.97,89.92,0.2757718120805369,0.16946308724832215
6025,20.39,5.21,90.97,89.93,0.2757718120805369,0.1761073825503356
6026,20.4,5.21,90.97,89.93,0.2757718120805369,0.182751677852349
6027,20.4,5.21,90.98,89.93,0.2757718120805369,0.1893959731543624
6028,20.41,5.2,90.98,89.93,0.2757718120805369,0.19604026845637584
6029,20.41,5.2,90.98,89.94,0.2757718120805369,0.20268456375838928
6030,20.41,5.2,90.99,89.94,0.2757718120805369,0.2093288590604027
6031,20.41,5.2,90.99,89.94,0.2757718120805369,0.2159731543624161
6032,20.41,5.19,90.99,89.94,0.2757718120805369,0.22261744966442953
6033,20.42,5.19,90.99,89.95,0.2757718120805369,0.22926174496644297
6034,20.44,5.19,91.0,89.95,0.2757718120805369,0.23590604026845638
6035,20.45,5.18,91.0,89.95,0.2757718120805369,0.2425503355704698
6036,20.45,5.18,91.01,89.96,0.2757718120805369,0.24919463087248322
6037,20.45,5.18,91.01,89.96,0.2757718120805369,0.25583892617449666
6038,20.47,5.17,91.02,89.97,0.2757718120805369,0.26248322147651004
6039,20.48,5.17,91.02,89.97,0.2757718120805369,0.2691275167785235
6040,20.48,5.16,91.02,89.97,0.2757718120805369,0.2757718120805369
6041,20.49,5.16,91.03,89.98,0.2757718120805369,0.28241610738255035
6042,20.5,5.16,91.03,89.98,0.2757718120805369,0.2890604026845638
6043,20.54,5.15,91.03,89.98,0.2757718120805369,0.29570469798657717
6044,20.55,5.15,91.03,89.98,0.2757718120805369,0.3023489932885906
6045,20.56,5.15,91.04,89.98,0.2757718120805369,0.30899328859060404
6046,20.56,5.15,91.04,89.99,0.2757718120805369,0.3156375838926174
6047,20.56,5.15,91.04,89.99,0.2757718120805369,0.32228187919463086
6048,20.56,5.15,91.04,89.99,0.2757718120805369,0.3289261744966443
6049,20.56,5.14,91.04,89.99,0.2757718120805369,0.33557046979865773
6050,20.58,5.14,91.05,89.99,0.2757718120805369,0.34221476510067117
6051,20.58,5.14,91.05,89.99,0.2757718120805369,0.34885906040268455
6052,20.58,5.14,91.05,89.99,0.2757718120805369,0.355503355704698
6053,20.59,5.14,91.05,90.0,0.2757718120805369,0.3621476510067114
6054,20.65,5.14,91.06,90.0,0.2757718120805369,0.3687919463087248
6055,20.65,5.14,91.06,90.0,0.2757718120805369,0.37543624161073824
6056,20.65,5.14,91.06,90.0,0.2757718120805369,0.3820805369127517
6057,20.66,5.14,91.06,90.0,0.2757718120805369,0.3887248322147651
6058,20.66,5.13,91.06,90.0,0.2757718120805369,0.39536912751677855
6059,20.66,5.13,91.06,90.0,0.2757718120805369,0.40201342281879193
6060,20.66,5.13,91.06,90.0,0.2757718120805369,0.40865771812080537
6061,20.66,5.13,91.06,90.0,0.2757718120805369,0.4153020134228188
6062,20.66,5.13,91.06,90.0,0.2757718120805369,0.4219463087248322
6063,20.66,5.13,91.06,90.0,0.2757718120805369,0.4285906040268456
6064,20.66,5.13,91.06,90.0,0.2757718120805369,0.43523489932885906
6065,20.66,5.13,91.06,90.0,0.2757718120805369,0.4418791946308725
6066,20.66,5.13,91.06,90.0,0.2757718120805369,0.44852348993288593
6067,20.66,5.13,91.06,90.0,0.2757718120805369,0.4551677852348993
6068,20.66,5.13,91.06,90.01,0.2757718120805369,0.46181208053691275
6069,20.66,5.13,91.06,90.01,0.2757718120805369,0.4684563758389262
6070,20.66,5.13,91.06,90.01,0.2757718120805369,0.47510067114093957
6071,20.67,5.13,91.07,90.01,0.2757718120805369,0.481744966442953
6072,20.67,5.13,91.07,90.01,0.2757718120805369,0.48838926174496644
6073,20.67,5.13,91.07,90.01,0.2757718120805369,0.4950335570469799
6074,20.67,5.13,91.07,90.01,0.2757718120805369,0.5016778523489933
6075,20.67,5.13,91.07,90.01,0.2757718120805369,0.5083221476510067
6076,20.67,5.13,91.07,90.01,0.2757718120805369,0.5149664429530201
6077,20.67,5.13,91.07,90.01,0.2757718120805369,0.5216107382550336
6078,20.67,5.13,91.07,90.01,0.2757718120805369,0.528255033557047
6079,20.67,5.13,91.07,90.01,0.2757718120805369,0.5348993288590604
6080,20.67,5.13,91.07,90.01,0.2757718120805369,0.5415436241610738
6081,20.67,5.13,91.07,90.01,0.2757718120805369,0.5481879194630872
6082,20.67,5.12,91.07,90.01,0.2757718120805369,0.5548322147651007
6083,20.67,5.12,91.07,90.01,0.2757718120805369,0.5614765100671141
6084,20.67,5.12,91.07,90.01,0.2757718120805369,0.5681208053691276
6085,20.67,5.12,91.07,90.01,0.2757718120805369,0.574765100671141
6086,20.67,5.12,91.07,90.01,0.2757718120805369,0.5814093959731543
6087,20.69,5.12,91.07,90.01,0.2757718120805369,0.5880536912751678
6088,20.69,5.12,91.07,90.01,0.2757718120805369,0.5946979865771812
6089,20.69,5.12,91.07,90.01,0.2757718120805369,0.6013422818791946
6090,20.69,5.12,91.07,90.01,0.2757718120805369,0.6079865771812081
6091,20.69,5.12,91.07,90.01,0.2757718120805369,0.6146308724832215
6092,20.69,5.12,91.07,90.01,0.2757718120805369,0.6212751677852348
6093,20.69,5.12,91.07,90.01,0.2757718120805369,0.6279194630872483
6094,20.69,5.12,91.07,90.01,0.2757718120805369,0.6345637583892617
6095,20.69,5.12,91.07,90.01,0.2757718120805369,0.6412080536912752
6096,20.69,5.12,91.07,90.01,0.2757718120805369,0.6478523489932886
6097,20.69,5.12,91.07,90.01,0.2757718120805369,0.654496644295302
6098,20.69,5.12,91.07,90.01,0.2757718120805369,0.6611409395973155
6099,20.69,5.12,91.07,90.01,0.2757718120805369,0.6677852348993288
6100,20.69,5.12,91.07,90.01,0.2757718120805369,0.6744295302013423
6101,20.69,5.12,91.07,90.01,0.2757718120805369,0.6810738255033557
6102,20.69,5.12,91.07,90.01,0.2757718120805369,0.6877181208053691
6103,20.69,5.12,91.07,90.01,0.2757718120805369,0.6943624161073826
6104,20.69,5.12,91.07,90.01,0.2757718120805369,0.701006711409396
6105,20.69,5.12,91.07,90.01,0.2757718120805369,0.7076510067114093
6106,20.69,5.12,91.07,90.01,0.2757718120805369,0.7142953020134228
6107,20.69,5.12,91.07,90.01,0.2757718120805369,0.7209395973154362
6108,20.69,5.12,91.07,90.01,0.2757718120805369,0.7275838926174496
6109,20.69,5.12,91.07,90.01,0.2757718120805369,0.7342281879194631
6110,20.69,5.12,91.07,90.01,0.2757718120805369,0.7408724832214765
6111,20.69,5.12,91.07,90.01,0.2757718120805369,0.74751677852349
6112,20.69,5.12,91.07,90.01,0.2757718120805369,0.7541610738255033
6113,20.69,5.12,91.07,90.01,0.2757718120805369,0.7608053691275167
6114,20.69,5.12,91.07,90.01,0.2757718120805369,0.7674496644295302
6115,20.69,5.12,91.07,90.01,0.2757718120805369,0.7740939597315436
6116,20.69,5.12,91.07,90.01,0.2757718120805369,0.7807382550335571
6117,20.69,5.12,91.07,90.01,0.2757718120805369,0.7873825503355705
6118,20.69,5.12,91.07,90.01,0.2757718120805369,0.7940268456375839
6119,20.69,5.12,91.07,90.01,0.2757718120805369,0.8006711409395973
6120,20.69,5.12,91.07,90.01,0.2757718120805369,0.8073154362416107
6121,20.69,5.12,91.07,90.01,0.2757718120805369,0.8139597315436241
6122,20.69,5.12,91.07,90.01,0.2757718120805369,0.8206040268456376
6123,20.69,5.12,91.07,90.01,0.2757718120805369,0.827248322147651
6124,20.69,5.12,91.07,90.01,0.2757718120805369,0.8338926174496644
6125,20.69,5.12,91.07,90.01,0.2757718120805369,0.8405369127516779
6126,20.69,5.12,91.07,90.01,0.2757718120805369,0.8471812080536912
6127,20.69,5.12,91.07,90.01,0.2757718120805369,0.8538255033557047
6128,20.69,5.12,91.07,90.01,0.2757718120805369,0.8604697986577181
6129,20.69,5.12,91.07,90.01,0.2757718120805369,0.8671140939597315
6130,20.69,5.12,91.07,90.01,0.2757718120805369,0.873758389261745
6131,20.69,5.12,91.07,90.01,0.2757718120805369,0.8804026845637584
6132,20.69,5.12,91.07,90.01,0.2757718120805369,0.8870469798657719
6133,20.69,5.12,91.07,90.01,0.2757718120805369,0.8936912751677852
6134,20.69,5.12,91.07,90.01,0.2757718120805369,0.9003355704697986
6135,20.69,5.12,91.07,90.01,0.2757718120805369,0.9069798657718121
6136,20.69,5.12,91.07,90.01,0.2757718120805369,0.9136241610738255
6137,20.69,5.12,91.07,90.01,0.2757718120805369,0.9202684563758389
6138,20.69,5.12,91.07,90.01,0.2757718120805369,0.9269127516778524
6139,20.69,5.12,91.07,90.01,0.2757718120805369,0.9335570469798657
6140,20.69,5.12,91.07,90.01,0.2757718120805369,0.9402013422818791
6141,20.69,5.12,91.07,90.01,0.2757718120805369,0.9468456375838926
6142,20.69,5.12,91.07,90.01,0.2757718120805369,0.953489932885906
6143,20.69,5.12,91.07,90.01,0.2757718120805369,0.9601342281879195
6144,20.69,5.12,91.07,90.01,0.2757718120805369,0.9667785234899329
6145,20.69,5.12,91.07,90.01,0.2757718120805369,0.9734228187919463
6146,20.69,5.12,91.07,90.01,0.2757718120805369,0.9800671140939597
6147,20.69,5.12,91.07,90.01,0.2757718120805369,0.9867114093959731
6148,20.69,5.12,91.07,90.01,0.2757718120805369,0.9933557046979866
6149,20.69,5.12,91.07,90.01,0.2757718120805369,1.0
6150,19.62,9.61,86.76,85.75,0.28241610738255035,0.01
6151,20.07,7.89,88.42,87.39,0.28241610738255035,0.016644295302013425
6152,20.24,6.63,89.62,88.58,0.28241610738255035,0.023288590604026847
6153,20.32,6.2,90.03,88.99,0.28241610738255035,0.02993288590604027
6154,20.4,5.81,90.4,89.36,0.28241610738255035,0.03657718120805369
6155,20.45,5.71,90.5,89.45,0.28241610738255035,0.043221476510067115
6156,20.52,5.6,90.61,89.56,0.28241610738255035,0.04986577181208054
6157,20.58,5.5,90.71,89.65,0.28241610738255035,0.05651006711409396
6158,20.61,5.43,90.77,89.72,0.28241610738255035,0.06315436241610738
6159,20.62,5.41,90.8,89.74,0.28241610738255035,0.0697986577181208
6160,20.69,5.29,90.91,89.85,0.28241610738255035,0.07644295302013422
6161,20.71,5.26,90.94,89.88,0.28241610738255035,0.08308724832214764
6162,20.71,5.24,90.96,89.89,0.28241610738255035,0.08973154362416107
6163,20.74,5.23,90.97,89.91,0.28241610738255035,0.09637583892617449
6164,20.75,5.22,90.98,89.92,0.28241610738255035,0.10302013422818791
6165,20.76,5.2,91.0,89.94,0.28241610738255035,0.10966442953020133
6166,20.77,5.19,91.01,89.95,0.28241610738255035,0.11630872483221476
6167,20.78,5.18,91.02,89.95,0.28241610738255035,0.12295302013422818
6168,20.78,5.18,91.03,89.96,0.28241610738255035,0.12959731543624162
6169,20.79,5.17,91.03,89.96,0.28241610738255035,0.13624161073825503
6170,20.81,5.17,91.04,89.97,0.28241610738255035,0.14288590604026846
6171,20.81,5.16,91.04,89.97,0.28241610738255035,0.1495302013422819
6172,20.81,5.16,91.04,89.98,0.28241610738255035,0.1561744966442953
6173,20.81,5.16,91.05,89.98,0.28241610738255035,0.16281879194630872
6174,20.81,5.15,91.05,89.98,0.28241610738255035,0.16946308724832215
6175,20.81,5.14,91.06,89.99,0.28241610738255035,0.1761073825503356
6176,20.82,5.14,91.06,89.99,0.28241610738255035,0.182751677852349
6177,20.82,5.14,91.06,89.99,0.28241610738255035,0.1893959731543624
6178,20.84,5.14,91.07,90.0,0.28241610738255035,0.19604026845637584
6179,20.84,5.13,91.07,90.0,0.28241610738255035,0.20268456375838928
6180,20.84,5.13,91.07,90.0,0.28241610738255035,0.2093288590604027
6181,20.84,5.13,91.07,90.0,0.28241610738255035,0.2159731543624161
6182,20.84,5.13,91.08,90.01,0.28241610738255035,0.22261744966442953
6183,20.85,5.12,91.08,90.01,0.28241610738255035,0.22926174496644297
6184,20.86,5.12,91.08,90.01,0.28241610738255035,0.23590604026845638
6185,20.87,5.12,91.09,90.02,0.28241610738255035,0.2425503355704698
6186,20.87,5.11,91.09,90.02,0.28241610738255035,0.24919463087248322
6187,20.87,5.11,91.1,90.03,0.28241610738255035,0.25583892617449666
6188,20.89,5.1,91.1,90.03,0.28241610738255035,0.26248322147651004
6189,20.9,5.1,91.11,90.03,0.28241610738255035,0.2691275167785235
6190,20.9,5.1,91.11,90.04,0.28241610738255035,0.2757718120805369
6191,20.91,5.09,91.11,90.04,0.28241610738255035,0.28241610738255035
6192,20.93,5.09,91.12,90.04,0.28241610738255035,0.2890604026845638
6193,20.96,5.09,91.12,90.05,0.28241610738255035,0.29570469798657717
6194,20.97,5.09,91.12,90.05,0.28241610738255035,0.3023489932885906
6195,20.98,5.08,91.12,90.05,0.28241610738255035,0.30899328859060404
6196,20.98,5.08,91.13,90.05,0.28241610738255035,0.3156375838926174
6197,20.98,5.08,91.13,90.05,0.28241610738255035,0.32228187919463086
6198,20.98,5.08,91.13,90.05,0.28241610738255035,0.3289261744966443
